attendees,month,day,hour,day_of_week,holiday,temp,temp_wb,rel_humidity,windspeed,precipitation
27940,7,9,21,Mon,0,138,67,64,14,1
21120,7,9,22,Mon,0,136.2,67,67,16,1
10560,7,9,23,Mon,0,132.6,65,68,11,1
3740,7,10,0,Tue,0,130.8,64,68,13,1
2200,7,10,1,Tue,0,129,63,68,10,1
990,7,10,2,Tue,0,129,64,71,14,1
660,7,10,3,Tue,0,125.4,63,76,10,1
1320,7,10,4,Tue,0,127.2,64,73,8,1
7920,7,10,5,Tue,0,136.2,66,64,5,1
23650,7,10,6,Tue,0,139.8,67,60,8,1
71060,7,10,7,Tue,0,148.8,68,51,7,1
107250,7,10,8,Tue,0,156,69,43,6,1
48730,7,10,9,Tue,0,161.4,69,36,9,1
31790,7,10,10,Tue,0,165,68,31,10,1
24750,7,10,11,Tue,0,168.6,69,30,6,1
34650,7,10,12,Tue,0,172.2,70,29,9,1
35310,7,10,13,Tue,0,172.2,70,29,16,1
27170,7,10,14,Tue,0,172.2,69,27,14,1
36960,7,10,15,Tue,0,172.2,70,28,13,1
77660,7,10,16,Tue,0,168.6,70,32,14,1
122760,7,10,17,Tue,0,166.8,70,34,11,1
91850,7,10,18,Tue,0,165,70,35,11,1
58520,7,10,19,Tue,0,161.4,70,38,8,1
41140,7,10,20,Tue,0,156,70,45,13,1
27390,7,10,21,Tue,0,152.4,69,48,9,1
22440,7,10,22,Tue,0,138,67,66,7,1
11660,7,10,23,Tue,0,136.2,67,69,0,1
4730,7,11,0,Wed,0,134.4,69,79,3,0.125
1210,7,11,1,Wed,0,130.8,68,84,22,1
550,7,11,2,Wed,0,127.2,66,87,5,0.35
220,7,11,3,Wed,0,129,66,79,9,1
1100,7,11,4,Wed,0,129,65,73,13,1
7700,7,11,5,Wed,0,130.8,65,71,10,1
23760,7,11,6,Wed,0,134.4,64,59,14,1
70950,7,11,7,Wed,0,132.6,63,59,15,1
118250,7,11,8,Wed,0,134.4,63,57,16,1
53350,7,11,9,Wed,0,136.2,64,56,15,1
31350,7,11,10,Wed,0,138,64,52,13,1
33000,7,11,11,Wed,0,134.4,63,55,14,1
43230,7,11,12,Wed,0,132.6,63,57,16,1
42020,7,11,13,Wed,0,132.6,63,59,16,1
37180,7,11,14,Wed,0,132.6,63,59,16,1
43120,7,11,15,Wed,0,129,63,66,14,1
87890,7,11,16,Wed,0,127.2,62,66,11,1
131340,7,11,17,Wed,0,127.2,62,66,9,1
94600,7,11,18,Wed,0,123.6,61,68,7,1
74580,7,11,19,Wed,0,123.6,60,66,5,1
47520,7,11,20,Wed,0,123.6,60,63,3,1
37290,7,11,21,Wed,0,129,59,51,3,1
23320,7,11,22,Wed,0,129,59,51,6,1
10560,7,11,23,Wed,0,129,60,55,6,1
5170,7,12,0,Thu,0,127.2,61,61,7,1
2200,7,12,1,Thu,0,125.4,60,63,9,1
2310,7,12,2,Thu,0,123.6,60,63,7,1
440,7,12,3,Thu,0,121.8,58,59,8,1
880,7,12,4,Thu,0,121.8,58,59,7,1
6710,7,12,5,Thu,0,127.2,58,49,9,1
24200,7,12,6,Thu,0,130.8,59,46,10,1
78210,7,12,7,Thu,0,136.2,60,43,9,1
127490,7,12,8,Thu,0,136.2,61,45,7,1
56760,7,12,9,Thu,0,134.4,60,44,13,1
28490,7,12,10,Thu,0,134.4,60,46,14,1
34540,7,12,11,Thu,0,134.4,60,44,13,1
42350,7,12,12,Thu,0,134.4,62,51,13,1
43120,7,12,13,Thu,0,132.6,64,61,14,1
37840,7,12,14,Thu,0,130.8,63,61,14,1
48730,7,12,15,Thu,0,132.6,62,55,11,1
88990,7,12,16,Thu,0,129,63,68,15,1
132330,7,12,17,Thu,0,127.2,63,70,10,1
99990,7,12,18,Thu,0,125.4,63,73,9,1
70070,7,12,19,Thu,0,123.6,62,73,8,1
49500,7,12,20,Thu,0,125.4,62,70,5,1
33220,7,12,21,Thu,0,125.4,62,70,5,1
27610,7,12,22,Thu,0,120,61,81,6,1
13530,7,12,23,Thu,0,121.8,62,78,5,1
7810,7,13,0,Fri,0,121.8,62,78,5,1
3740,7,13,1,Fri,0,123.6,63,79,5,1
2530,7,13,2,Fri,0,121.8,62,81,5,1
1100,7,13,3,Fri,0,121.8,62,78,6,1
880,7,13,4,Fri,0,118.2,62,87,6,1
6490,7,13,5,Fri,0,120,63,90,7,1
19580,7,13,6,Fri,0,125.4,65,84,8,1
65670,7,13,7,Fri,0,130.8,65,71,8,1
107250,7,13,8,Fri,0,136.2,66,64,9,1
53680,7,13,9,Fri,0,141.6,66,54,11,1
34980,7,13,10,Fri,0,139.8,66,58,17,1
36630,7,13,11,Fri,0,141.6,66,54,16,1
50710,7,13,12,Fri,0,139.8,65,54,22,1
47960,7,13,13,Fri,0,141.6,65,52,22,1
49830,7,13,14,Fri,0,141.6,64,47,24,1
62040,7,13,15,Fri,0,136.2,64,56,23,1
91850,7,13,16,Fri,0,134.4,63,57,21,1
103070,7,13,17,Fri,0,130.8,63,63,18,1
83930,7,13,18,Fri,0,127.2,62,66,14,1
63360,7,13,19,Fri,0,125.4,62,70,8,1
46750,7,13,20,Fri,0,127.2,60,57,8,1
33550,7,13,21,Fri,0,125.4,61,63,6,1
27060,7,13,22,Fri,0,121.8,60,70,6,1
19910,7,13,23,Fri,0,120,60,76,5,1
11330,7,14,0,Sat,1,120,59,70,5,1
10890,7,14,1,Sat,1,121.8,60,70,3,1
5720,7,14,2,Sat,1,118.2,60,78,3,1
2200,7,14,3,Sat,1,118.2,61,81,3,1
1430,7,14,4,Sat,1,118.2,60,78,0,1
2970,7,14,5,Sat,1,120,61,78,7,1
4290,7,14,6,Sat,1,123.6,61,68,5,1
9900,7,14,7,Sat,1,129,60,55,5,1
21890,7,14,8,Sat,1,129,64,71,16,1
43010,7,14,9,Sat,1,129,62,64,14,1
45320,7,14,10,Sat,1,138,62,45,14,1
61490,7,14,11,Sat,1,136.2,64,56,14,1
68970,7,14,12,Sat,1,138,64,54,14,1
69410,7,14,13,Sat,1,132.6,64,64,16,1
63910,7,14,14,Sat,1,132.6,64,64,15,1
68970,7,14,15,Sat,1,130.8,65,73,14,1
72160,7,14,16,Sat,1,129,65,76,14,1
69740,7,14,17,Sat,1,130.8,65,73,9,1
58850,7,14,18,Sat,1,138,66,62,11,1
57530,7,14,19,Sat,1,134.4,66,69,8,1
40260,7,14,20,Sat,1,132.6,66,71,8,1
16500,7,14,22,Sat,1,125.4,66,90,6,0.65
6600,7,14,23,Sat,1,123.6,65,91,5,1
9130,7,15,0,Sun,1,125.4,66,87,6,1
8360,7,15,1,Sun,1,127.2,66,87,5,1
5060,7,15,2,Sun,1,127.2,66,87,0,1
1650,7,15,3,Sun,1,125.4,66,87,5,0.025
1430,7,15,4,Sun,1,123.6,65,91,3,1
1540,7,15,5,Sun,1,123.6,65,91,5,1
2530,7,15,6,Sun,1,125.4,66,87,5,1
6490,7,15,7,Sun,1,129,67,84,3,1
12540,7,15,8,Sun,1,132.6,68,82,3,1
32450,7,15,9,Sun,1,139.8,71,77,3,1
53900,7,15,10,Sun,1,143.4,71,71,8,1
47410,7,15,11,Sun,1,143.4,71,71,10,1
40810,7,15,12,Sun,1,141.6,71,74,11,1
71500,7,15,13,Sun,1,138,70,76,11,1
59180,7,15,14,Sun,1,138,69,74,14,1
64350,7,15,15,Sun,1,134.4,69,79,11,1
64460,7,15,16,Sun,1,132.6,68,79,11,1
68640,7,15,17,Sun,1,134.4,68,76,9,1
64020,7,15,18,Sun,1,130.8,67,81,8,1
52800,7,15,19,Sun,1,129,67,87,6,1
38720,7,15,20,Sun,1,129,67,87,6,1
25080,7,15,21,Sun,1,127.2,67,90,7,1
17270,7,15,22,Sun,1,129,67,87,5,1
9460,7,15,23,Sun,1,127.2,67,90,0,1
5720,7,16,0,Mon,0,127.2,67,90,6,1
2310,7,16,1,Mon,0,125.4,67,96,3,1
1210,7,16,2,Mon,0,125.4,67,96,6,1
990,7,16,3,Mon,0,125.4,67,96,0,1
1320,7,16,4,Mon,0,125.4,67,96,0,1
7920,7,16,5,Mon,0,127.2,68,93,6,1
21120,7,16,6,Mon,0,129,68,90,5,1
66330,7,16,7,Mon,0,132.6,69,84,5,1
104830,7,16,8,Mon,0,132.6,69,84,8,1
52250,7,16,9,Mon,0,134.4,69,81,8,1
30030,7,16,10,Mon,0,132.6,69,84,9,1
34320,7,16,11,Mon,0,132.6,69,84,11,1
42350,7,16,12,Mon,0,130.8,68,87,11,1
43560,7,16,13,Mon,0,132.6,69,84,9,1
34430,7,16,14,Mon,0,130.8,68,87,9,1
47850,7,16,15,Mon,0,130.8,68,87,9,1
86900,7,16,16,Mon,0,132.6,69,84,9,1
125510,7,16,17,Mon,0,132.6,69,84,7,1
98120,7,16,18,Mon,0,130.8,68,87,6,1
69080,7,16,19,Mon,0,130.8,68,87,5,1
46970,7,16,20,Mon,0,130.8,68,87,3,1
28380,7,16,21,Mon,0,139.8,72,82,10,1
18480,7,16,22,Mon,0,138,72,88,8,1
8360,7,16,23,Mon,0,138,72,84,8,1
4840,7,17,0,Tue,0,136.2,71,88,8,1
1430,7,17,1,Tue,0,136.2,71,88,7,1
1430,7,17,2,Tue,0,136.2,71,88,10,1
330,7,17,3,Tue,0,136.2,71,88,11,1
2200,7,17,4,Tue,0,136.2,71,88,10,1
7590,7,17,5,Tue,0,141.6,73,82,15,1
26730,7,17,6,Tue,0,145.2,74,77,14,1
69960,7,17,7,Tue,0,152.4,75,70,13,1
115170,7,17,8,Tue,0,156,77,68,14,1
56210,7,17,9,Tue,0,159.6,77,63,13,1
31350,7,17,10,Tue,0,161.4,77,61,18,1
33440,7,17,11,Tue,0,166.8,78,56,25,1
35200,7,17,12,Tue,0,161.4,75,54,29,1
39600,7,17,13,Tue,0,134.4,70,83,14,1.65
10780,7,17,14,Tue,0,130.8,69,90,8,1.55
7700,7,17,15,Tue,0,129,69,93,5,0.025
19250,7,17,16,Tue,0,129,69,93,8,2.8
14300,7,17,17,Tue,0,127.2,68,93,11,0.275
17930,7,17,18,Tue,0,132.6,70,91,7,0.225
9020,7,17,19,Tue,0,132.6,70,91,6,1
16940,7,17,20,Tue,0,134.4,70,87,7,1
6270,7,17,22,Tue,0,134.4,69,81,7,1
4180,7,17,23,Tue,0,132.6,70,91,5,1
3960,7,18,0,Wed,0,130.8,70,94,6,0.125
1100,7,18,1,Wed,0,132.6,70,91,0,1
770,7,18,2,Wed,0,134.4,70,87,8,0.025
330,7,18,3,Wed,0,134.4,70,87,9,1
880,7,18,4,Wed,0,132.6,69,87,8,1
7700,7,18,5,Wed,0,132.6,69,84,10,1
24860,7,18,6,Wed,0,134.4,68,76,14,1
68860,7,18,7,Wed,0,136.2,67,67,11,1
106590,7,18,8,Wed,0,141.6,66,56,15,1
51480,7,18,9,Wed,0,145.2,65,44,15,1
30800,7,18,10,Wed,0,147,65,44,15,1
31790,7,18,11,Wed,0,147,64,39,13,1
40150,7,18,12,Wed,0,148.8,63,35,9,1
41800,7,18,13,Wed,0,152.4,65,36,11,1
39050,7,18,14,Wed,0,152.4,65,36,11,1
46860,7,18,15,Wed,0,150.6,63,33,16,1
90640,7,18,16,Wed,0,150.6,62,29,10,1
136180,7,18,17,Wed,0,147,61,31,10,1
104500,7,18,18,Wed,0,145.2,61,32,7,1
78870,7,18,19,Wed,0,139.8,60,36,7,1
52140,7,18,20,Wed,0,138,60,39,7,1
39270,7,18,21,Wed,0,136.2,59,40,9,1
24200,7,18,22,Wed,0,132.6,59,43,14,1
12870,7,18,23,Wed,0,127.2,58,49,9,1
4840,7,19,0,Thu,0,125.4,58,53,9,1
2530,7,19,1,Thu,0,123.6,57,53,7,1
770,7,19,2,Thu,0,121.8,56,52,6,1
990,7,19,3,Thu,0,120,56,54,6,1
1650,7,19,4,Thu,0,120,56,56,10,1
7590,7,19,5,Thu,0,121.8,57,54,9,1
25520,7,19,6,Thu,0,129,58,46,7,1
70950,7,19,7,Thu,0,136.2,59,38,7,1
117480,7,19,8,Thu,0,138,59,37,7,1
57420,7,19,9,Thu,0,138,61,43,10,1
35200,7,19,10,Thu,0,136.2,59,40,10,1
35090,7,19,11,Thu,0,138,60,40,10,1
43010,7,19,12,Thu,0,139.8,60,37,14,1
43890,7,19,13,Thu,0,138,62,45,14,1
38500,7,19,14,Thu,0,138,61,41,14,1
46860,7,19,15,Thu,0,138,61,41,14,1
91300,7,19,16,Thu,0,136.2,60,41,13,1
130240,7,19,17,Thu,0,134.4,60,46,13,1
100870,7,19,18,Thu,0,130.8,61,55,9,1
72490,7,19,19,Thu,0,129,60,55,7,1
50380,7,19,20,Thu,0,125.4,60,61,8,1
34430,7,19,21,Thu,0,127.2,61,61,8,1
25080,7,19,22,Thu,0,127.2,61,63,10,1
12870,7,19,23,Thu,0,125.4,63,73,8,1
8470,7,20,0,Fri,0,125.4,63,73,8,1
2310,7,20,1,Fri,0,123.6,62,76,7,1
2420,7,20,2,Fri,0,123.6,62,76,7,1
770,7,20,3,Fri,0,123.6,62,73,9,1
770,7,20,4,Fri,0,123.6,62,73,7,1
6930,7,20,5,Fri,0,129,63,66,5,1
22330,7,20,6,Fri,0,134.4,64,59,7,1
57640,7,20,7,Fri,0,139.8,65,54,3,1
106590,7,20,8,Fri,0,138,66,62,7,1
60170,7,20,9,Fri,0,139.8,66,58,8,1
39930,7,20,10,Fri,0,143.4,66,50,10,1
42240,7,20,11,Fri,0,145.2,66,49,13,1
51040,7,20,12,Fri,0,141.6,66,54,14,1
50710,7,20,13,Fri,0,138,68,69,17,1
50380,7,20,14,Fri,0,139.8,68,64,17,1
63470,7,20,15,Fri,0,139.8,68,67,16,1
99330,7,20,16,Fri,0,139.8,67,60,14,1
111980,7,20,17,Fri,0,134.4,66,66,14,1
78650,7,20,18,Fri,0,132.6,65,68,10,1
64130,7,20,19,Fri,0,129,65,76,7,1
45540,7,20,20,Fri,0,132.6,65,66,10,1
34100,7,20,21,Fri,0,129,64,71,8,1
25190,7,20,22,Fri,0,129,63,68,6,1
17820,7,20,23,Fri,0,123.6,61,71,5,1
10230,7,21,0,Sat,1,121.8,60,70,5,1
9570,7,21,1,Sat,1,120,61,78,5,1
7700,7,21,2,Sat,1,118.2,60,78,5,1
2310,7,21,3,Sat,1,120,60,76,3,1
2200,7,21,4,Sat,1,118.2,60,78,3,1
2640,7,21,5,Sat,1,121.8,61,75,3,1
5500,7,21,6,Sat,1,127.2,64,73,5,1
10340,7,21,7,Sat,1,127.2,61,63,6,1
18700,7,21,8,Sat,1,130.8,61,53,8,1
33000,7,21,9,Sat,1,132.6,62,53,9,1
45540,7,21,10,Sat,1,132.6,64,64,10,1
58630,7,21,11,Sat,1,134.4,66,66,10,1
64240,7,21,12,Sat,1,134.4,66,69,9,1
74800,7,21,13,Sat,1,132.6,66,71,11,1
78760,7,21,14,Sat,1,132.6,66,71,13,1
80850,7,21,15,Sat,1,130.8,65,71,14,1
77770,7,21,16,Sat,1,129,64,71,14,1
76230,7,21,17,Sat,1,129,64,71,14,1
62040,7,21,18,Sat,1,125.4,64,78,11,1
51370,7,21,19,Sat,1,123.6,62,76,13,1
38060,7,21,20,Sat,1,123.6,63,79,10,1
30030,7,21,21,Sat,1,123.6,63,81,9,1
26400,7,21,22,Sat,1,123.6,63,81,10,1
15400,7,21,23,Sat,1,123.6,64,84,10,1
10010,7,22,0,Sun,1,123.6,64,84,11,1
9900,7,22,1,Sun,1,125.4,65,84,11,1
9350,7,22,2,Sun,1,125.4,66,87,14,1
1650,7,22,3,Sun,1,125.4,66,87,14,1
440,7,22,4,Sun,1,125.4,67,93,13,0.1
770,7,22,5,Sun,1,125.4,67,96,16,0.025
1100,7,22,6,Sun,1,127.2,68,93,17,0.15
2090,7,22,7,Sun,1,127.2,68,96,13,1
7590,7,22,8,Sun,1,129,69,93,14,1
8360,7,22,9,Sun,1,132.6,71,94,11,0.05
12210,7,22,10,Sun,1,132.6,71,94,10,0.075
10780,7,22,11,Sun,1,138,73,90,9,1
18150,7,22,12,Sun,1,141.6,74,85,7,1
21010,7,22,13,Sun,1,141.6,74,85,7,1
29480,7,22,14,Sun,1,139.8,73,85,8,1
31570,7,22,15,Sun,1,138,71,82,10,1
34650,7,22,16,Sun,1,141.6,72,79,8,1
44000,7,22,17,Sun,1,143.4,72,74,13,1
41030,7,22,18,Sun,1,139.8,72,82,9,1
37180,7,22,19,Sun,1,134.4,70,87,6,0.025
18700,7,22,20,Sun,1,134.4,70,87,6,1
14300,7,22,21,Sun,1,134.4,71,90,7,1
9350,7,22,22,Sun,1,138,73,90,11,1
7590,7,22,23,Sun,1,138,73,90,11,1
3740,7,23,0,Mon,0,141.6,74,85,14,1
2970,7,23,1,Mon,0,138,73,90,10,0.05
1540,7,23,2,Mon,0,138,73,90,10,1
770,7,23,3,Mon,0,138,73,90,11,1
1100,7,23,4,Mon,0,138,73,90,9,1
7150,7,23,5,Mon,0,138,73,90,10,1
19250,7,23,6,Mon,0,141.6,74,85,11,1
56320,7,23,7,Mon,0,147,75,79,13,1
96690,7,23,8,Mon,0,147,75,79,17,1
50600,7,23,9,Mon,0,147,75,79,14,1
27940,7,23,10,Mon,0,152.4,75,70,15,1
22770,7,23,11,Mon,0,150.6,76,77,10,1
24090,7,23,12,Mon,0,154.2,78,74,16,0.025
28600,7,23,13,Mon,0,156,76,65,18,1
23870,7,23,14,Mon,0,156,75,63,17,1
41030,7,23,15,Mon,0,154.2,75,65,15,1
79090,7,23,16,Mon,0,150.6,74,67,13,1
120450,7,23,17,Mon,0,150.6,75,69,15,1
96030,7,23,18,Mon,0,145.2,74,77,11,1
63030,7,23,19,Mon,0,143.4,73,79,11,1
45540,7,23,20,Mon,0,138,72,84,6,1
31460,7,23,21,Mon,0,139.8,73,85,11,1
16830,7,23,22,Mon,0,143.4,73,79,11,1
10120,7,23,23,Mon,0,139.8,73,85,8,1
7370,7,24,0,Tue,0,139.8,73,85,7,1
3190,7,24,1,Tue,0,139.8,73,85,10,1
1430,7,24,2,Tue,0,139.8,73,85,8,1
440,7,24,3,Tue,0,138,72,88,7,1
1210,7,24,4,Tue,0,138,72,88,6,1
8250,7,24,5,Tue,0,138,72,88,6,1
25740,7,24,6,Tue,0,138,72,88,7,1
66550,7,24,7,Tue,0,147,75,76,11,1
108240,7,24,8,Tue,0,150.6,76,74,8,1
50710,7,24,9,Tue,0,147,73,71,7,1
31240,7,24,10,Tue,0,159.6,75,57,16,1
28380,7,24,11,Tue,0,156,74,59,13,1
38940,7,24,12,Tue,0,161.4,76,55,9,1
37840,7,24,13,Tue,0,161.4,75,54,16,1
32890,7,24,14,Tue,0,161.4,75,54,15,1
44440,7,24,15,Tue,0,157.8,75,59,21,1
78100,7,24,16,Tue,0,156,74,59,16,1
126610,7,24,17,Tue,0,152.4,73,61,15,1
107800,7,24,18,Tue,0,147,73,71,10,1
72490,7,24,19,Tue,0,143.4,73,79,9,1
47630,7,24,20,Tue,0,139.8,73,85,10,1
32120,7,24,21,Tue,0,138,72,88,8,1
23100,7,24,22,Tue,0,139.8,73,88,8,1
10450,7,24,23,Tue,0,139.8,73,88,8,1
5170,7,25,0,Wed,0,139.8,73,88,8,1
4070,7,25,1,Wed,0,139.8,73,88,9,1
1430,7,25,2,Wed,0,139.8,73,88,10,1
1210,7,25,3,Wed,0,139.8,73,88,10,1
1320,7,25,4,Wed,0,139.8,73,85,9,1
8800,7,25,5,Wed,0,141.6,73,82,10,1
23100,7,25,6,Wed,0,145.2,74,79,11,1
66330,7,25,7,Wed,0,148.8,75,74,13,1
102630,7,25,8,Wed,0,154.2,75,65,15,1
52360,7,25,9,Wed,0,156,75,63,17,1
33330,7,25,10,Wed,0,154.2,76,67,15,1
33220,7,25,11,Wed,0,156,75,63,16,1
36630,7,25,12,Wed,0,156,76,65,17,1
35970,7,25,13,Wed,0,150.6,75,72,20,1
29260,7,25,14,Wed,0,147,75,79,16,0.3
32120,7,25,15,Wed,0,147,75,76,17,1
72380,7,25,16,Wed,0,145.2,74,77,15,1
114510,7,25,17,Wed,0,145.2,74,77,11,1
85250,7,25,18,Wed,0,145.2,74,77,15,1
58630,7,25,19,Wed,0,143.4,73,79,13,1
38060,7,25,20,Wed,0,143.4,73,79,11,1
33550,7,25,21,Wed,0,138,73,90,11,1
14190,7,25,22,Wed,0,138,73,90,11,1
6820,7,25,23,Wed,0,138,72,88,9,0.05
3300,7,26,0,Thu,0,136.2,73,94,7,0.075
1650,7,26,1,Thu,0,136.2,72,91,10,0.05
550,7,26,2,Thu,0,138,73,90,14,0.05
110,7,26,3,Thu,0,138,72,88,13,1
990,7,26,4,Thu,0,138,72,88,20,1
5170,7,26,5,Thu,0,139.8,73,85,14,1
20570,7,26,6,Thu,0,141.6,72,79,16,1
60830,7,26,7,Thu,0,141.6,72,79,17,1
105380,7,26,8,Thu,0,145.2,73,74,11,1
50820,7,26,9,Thu,0,145.2,74,77,9,1
29260,7,26,10,Thu,0,148.8,75,74,11,1
31570,7,26,11,Thu,0,150.6,74,69,13,1
43780,7,26,12,Thu,0,156,75,61,15,1
35310,7,26,13,Thu,0,156,75,63,17,1
35860,7,26,14,Thu,0,152.4,74,65,16,1
35420,7,26,15,Thu,0,141.6,72,79,9,1.275
31350,7,26,16,Thu,0,138,73,90,8,0.05
66770,7,26,17,Thu,0,143.4,73,79,10,1
81620,7,26,18,Thu,0,139.8,72,82,8,1
64130,7,26,19,Thu,0,138,72,84,10,1
44330,7,26,20,Thu,0,138,72,84,11,1
32010,7,26,21,Thu,0,136.2,71,88,10,1
27500,7,26,22,Thu,0,136.2,71,85,9,1
15290,7,26,23,Thu,0,134.4,70,84,9,1
10010,7,27,0,Fri,0,134.4,70,84,10,1
4950,7,27,1,Fri,0,134.4,70,87,6,1
2530,7,27,2,Fri,0,132.6,70,91,3,1
770,7,27,3,Fri,0,132.6,70,91,0,1
1870,7,27,4,Fri,0,132.6,70,91,0,1
6050,7,27,5,Fri,0,134.4,72,94,7,1
23540,7,27,6,Fri,0,138,72,88,8,1
56650,7,27,7,Fri,0,143.4,73,79,8,1
97900,7,27,8,Fri,0,148.8,74,72,9,1
57090,7,27,9,Fri,0,154.2,76,67,8,1
34540,7,27,10,Fri,0,152.4,75,67,8,1
38280,7,27,11,Fri,0,159.6,75,55,10,1
46750,7,27,12,Fri,0,163.2,75,50,10,1
51700,7,27,13,Fri,0,163.2,75,52,14,1
52030,7,27,14,Fri,0,161.4,75,54,16,1
66330,7,27,15,Fri,0,159.6,75,55,16,1
85470,7,27,16,Fri,0,156,75,61,14,1
103290,7,27,17,Fri,0,152.4,75,67,13,1
73810,7,27,18,Fri,0,148.8,74,69,11,1
56760,7,27,19,Fri,0,145.2,74,77,11,1
38830,7,27,20,Fri,0,148.8,74,69,7,1
35420,7,27,21,Fri,0,139.8,70,72,3,1
32890,7,27,22,Fri,0,143.4,69,62,7,1
23100,7,27,23,Fri,0,136.2,68,74,6,1
14960,7,28,0,Sat,1,134.4,68,76,7,1
12100,7,28,1,Sat,1,134.4,71,90,6,1
8470,7,28,2,Sat,1,138,73,90,6,1
2420,7,28,3,Sat,1,138,73,90,6,1
1210,7,28,4,Sat,1,139.8,73,88,8,1
990,7,28,5,Sat,1,139.8,73,85,7,1
5170,7,28,6,Sat,1,145.2,73,74,7,1
10010,7,28,7,Sat,1,147,75,76,8,1
17490,7,28,8,Sat,1,150.6,73,65,8,1
31130,7,28,9,Sat,1,152.4,74,63,7,1
45100,7,28,10,Sat,1,150.6,74,69,8,1
53240,7,28,11,Sat,1,152.4,75,67,9,1
62920,7,28,12,Sat,1,152.4,74,63,10,1
61600,7,28,13,Sat,1,152.4,74,65,13,1
71610,7,28,14,Sat,1,154.2,74,61,9,1
63030,7,28,15,Sat,1,157.8,73,51,10,1
64460,7,28,16,Sat,1,150.6,74,69,17,1
64900,7,28,17,Sat,1,148.8,74,69,14,1
65340,7,28,18,Sat,1,147,73,69,13,1
53460,7,28,19,Sat,1,143.4,73,76,13,1
36410,7,28,20,Sat,1,143.4,73,76,13,1
30030,7,28,21,Sat,1,141.6,72,79,8,1
30690,7,28,22,Sat,1,143.4,73,79,7,1
24640,7,28,23,Sat,1,139.8,73,85,10,1
14960,7,29,0,Sun,1,139.8,72,82,8,1
13310,7,29,1,Sun,1,139.8,72,82,8,1
9680,7,29,2,Sun,1,138,70,79,10,1
3520,7,29,3,Sun,1,138,68,69,10,1
990,7,29,4,Sun,1,136.2,67,67,10,1
2090,7,29,5,Sun,1,136.2,65,62,10,1
4510,7,29,6,Sun,1,139.8,66,58,13,1
9570,7,29,7,Sun,1,145.2,67,52,10,1
16610,7,29,8,Sun,1,147,67,51,9,1
31130,7,29,9,Sun,1,147,66,47,9,1
41030,7,29,10,Sun,1,148.8,67,45,7,1
56980,7,29,11,Sun,1,152.4,68,46,7,1
64350,7,29,12,Sun,1,150.6,67,42,9,1
69520,7,29,13,Sun,1,152.4,67,41,6,1
70400,7,29,14,Sun,1,154.2,68,41,10,1
70070,7,29,15,Sun,1,152.4,67,43,9,1
76340,7,29,16,Sun,1,150.6,67,44,9,1
71940,7,29,17,Sun,1,150.6,68,46,8,1
63250,7,29,18,Sun,1,148.8,66,44,9,1
55110,7,29,19,Sun,1,147,65,44,9,1
43780,7,29,20,Sun,1,143.4,65,48,6,1
28380,7,29,21,Sun,1,141.6,65,52,6,1
17820,7,29,22,Sun,1,139.8,65,54,8,1
13640,7,29,23,Sun,1,136.2,65,60,9,1
4950,7,30,0,Mon,0,134.4,65,62,7,1
2860,7,30,1,Mon,0,132.6,64,64,8,1
2200,7,30,2,Mon,0,132.6,64,64,8,1
660,7,30,3,Mon,0,130.8,64,66,5,1
1760,7,30,4,Mon,0,130.8,64,66,7,1
7700,7,30,5,Mon,0,132.6,64,64,9,1
24640,7,30,6,Mon,0,136.2,65,60,9,1
66220,7,30,7,Mon,0,141.6,66,54,3,1
115060,7,30,8,Mon,0,139.8,67,60,8,1
56870,7,30,9,Mon,0,139.8,67,62,8,1
36410,7,30,10,Mon,0,145.2,67,50,6,1
38610,7,30,11,Mon,0,145.2,68,54,10,1
42790,7,30,12,Mon,0,145.2,68,54,11,1
43890,7,30,13,Mon,0,141.6,67,58,13,1
37400,7,30,14,Mon,0,139.8,68,67,9,1
55110,7,30,15,Mon,0,141.6,68,60,7,1
87670,7,30,16,Mon,0,148.8,67,45,11,1
137940,7,30,17,Mon,0,147,67,49,14,1
94710,7,30,18,Mon,0,143.4,67,56,13,1
65450,7,30,19,Mon,0,141.6,66,56,11,1
38390,7,30,20,Mon,0,138,66,62,8,1
32230,7,30,21,Mon,0,132.6,66,71,6,1
23870,7,30,22,Mon,0,129,66,79,7,1
11770,7,30,23,Mon,0,132.6,66,73,5,1
4180,7,31,0,Tue,0,127.2,65,81,7,1
3080,7,31,1,Tue,0,127.2,66,84,7,1
1760,7,31,2,Tue,0,130.8,66,76,6,1
1210,7,31,3,Tue,0,130.8,66,76,3,1
1100,7,31,4,Tue,0,130.8,66,76,6,1
8470,7,31,5,Tue,0,132.6,66,73,3,1
26730,7,31,6,Tue,0,138,68,69,3,1
72490,7,31,7,Tue,0,139.8,70,72,6,1
119350,7,31,8,Tue,0,139.8,70,72,6,1
55990,7,31,9,Tue,0,143.4,68,60,6,1
31680,7,31,10,Tue,0,147,69,56,9,1
38940,7,31,11,Tue,0,150.6,69,49,9,1
50820,7,31,12,Tue,0,145.2,71,65,11,1
43890,7,31,13,Tue,0,145.2,69,60,11,1
44110,7,31,14,Tue,0,141.6,70,69,14,1
50930,7,31,15,Tue,0,145.2,69,60,14,1
96030,7,31,16,Tue,0,143.4,69,62,11,1
142010,7,31,17,Tue,0,141.6,69,64,10,1
108790,7,31,18,Tue,0,136.2,68,74,7,1
